customer_id,name,gender,join_date
387,Radhika Rajagopal,Female,2026-02-22
388,Ganga Sengupta,Female,2026-02-21
389,Tristan Bose,Male,2025-05-24
390,Sneha Murthy,Female,2025-07-18
391,Deepa Bal,Female,2025-09-19
392,Rishi Dalal,Male,2024-10-08
393,Vansha Kala,Female,2026-03-28
394,Xalak Iyengar,Female,2024-06-29
395,Varsha Gera,Female,2026-01-16
396,Chameli Nagarajan,Female,2025-07-31
397,Mohini Mital,Female,2025-12-12
398,Pratyush Trivedi,Male,2024-09-11
399,Ekiya Khalsa,Female,2025-10-29
400,Pranit Pillay,Male,2025-03-07
401,Caleb Bhatti,Male,2024-11-12
402,Zansi Roy,Female,2025-10-13
403,Edhitha Nadig,Female,2025-07-13
404,Viraj Varughese,Male,2024-12-08
405,Dhruv Sant,Male,2025-04-02
406,Diya Vasa,Female,2024-07-21
407,Faris Naidu,Male,2026-02-11
408,Oscar Venkataraman,Male,2026-01-13
409,Jeremiah Hegde,Male,2025-07-07
410,Dev Mitter,Male,2025-06-22
411,Zayan Ganguly,Male,2025-06-06
412,Frederick Nazareth,Male,2025-12-06
413,Amrita Bumb,Female,2024-05-04
414,Henry Saha,Male,2025-06-25
415,Yadavi Mann,Female,2025-07-12
416,Warhi Konda,Female,2025-11-08
417,Manthan Setty,Male,2024-05-24
418,Gaurangi Sarraf,Female,2025-01-28
419,Ishani Oak,Female,2025-06-17
420,Odika Pai,Female,2026-03-13
421,Qasim Varma,Male,2025-05-15
422,Jai Shukla,Male,2024-06-29
423,Jatin Dhaliwal,Male,2024-06-10
424,Rehaan Sahota,Male,2024-09-28
425,Omisha Munshi,Female,2024-08-17
426,Zaid Varma,Male,2025-03-07
427,Yuvraj Bajaj,Male,2024-06-05
428,Yashawini Shankar,Female,2026-03-06
429,Patrick Bava,Male,2024-05-07
430,Wahab Mangal,Male,2025-04-27
431,Tanveer Desai,Male,2026-01-04
432,Tamanna Pau,Female,2024-05-03
433,Gunbir Patil,Male,2025-05-09
434,Sanya Thaman,Female,2025-02-23
435,Dhriti Dave,Female,2026-03-12
436,Ridhi Nori,Female,2025-05-12
437,Eshana Issac,Female,2025-06-14
438,Yamini Baria,Female,2024-05-04
439,Ojas Som,Male,2025-04-14
440,Yasti Dey,Female,2024-11-26
441,Gautami Ramaswamy,Female,2026-03-24
442,Pahal Tripathi,Female,2025-11-25
443,Mason Soman,Male,2025-11-16
444,Oni Choudhary,Female,2026-03-16
445,Amara Som,Female,2024-10-11
446,Atharv Srinivasan,Male,2024-08-03
447,Falak Kibe,Female,2024-04-24
448,Ikshita Bahl,Female,2025-02-16
449,Faqid Sachar,Male,2025-08-17
450,Yamini Sinha,Female,2025-12-28
451,Ekapad Venkataraman,Male,2024-08-30
452,Waida Vora,Female,2024-12-31
453,Veda Walia,Female,2024-12-06
454,Libni Sule,Female,2024-08-19
455,Liam Misra,Male,2024-09-11
456,Maanas Johal,Male,2025-08-17
457,Nathan Srinivasan,Male,2024-12-11
458,Maanas Dara,Male,2025-05-24
459,Siya Pai,Female,2026-02-25
460,Maanav Basak,Male,2024-10-27
461,Oscar Sathe,Male,2025-07-23
462,Hredhaan Jaggi,Male,2025-11-25
463,Madhavi Devan,Female,2024-06-19
464,Keya Bedi,Female,2025-08-02
465,Kamala Ben,Female,2024-06-13
466,Vrishti Chaudhry,Female,2025-08-10
467,Aahana Dugar,Female,2025-01-22
468,William Iyengar,Male,2025-10-04
469,Naveen Mangal,Male,2025-07-15
470,Kala Warrior,Female,2025-09-21
471,Harita Sahni,Female,2026-01-04
472,Andrew Ranganathan,Male,2025-10-27
473,Mohini Barad,Female,2024-04-07
474,Oviya Mane,Female,2025-02-26
475,Ekalinga Thaman,Male,2025-03-08
476,Dayita Narayanan,Female,2024-07-28
477,Lavanya Grewal,Female,2024-04-11
478,Neelima Hans,Female,2024-08-06
479,Unni Varma,Female,2024-11-26
480,Champak Goyal,Male,2026-03-17
481,Ojasvi Kothari,Female,2024-04-05
482,Jacob Sekhon,Male,2025-10-02
483,Nidhi Apte,Female,2024-10-08
484,Kamya Bhatia,Female,2025-07-31
485,Nikita Dutta,Female,2025-01-21
486,Daniel Merchant,Male,2024-12-24
487,Januja Deol,Female,2025-03-15
488,Ridhi Sagar,Female,2025-08-25
489,Janani Kota,Female,2025-08-09
490,Udant Wable,Male,2025-08-27
491,Dayita Bhatia,Female,2025-11-26
492,Falan Gala,Male,2024-11-26
493,Dalbir Jha,Male,2025-09-05
494,Chandani Uppal,Female,2025-02-19
495,Utkarsh Deo,Male,2025-04-10
496,Ayush Shere,Male,2025-08-04
497,Alka Randhawa,Female,2024-10-03
498,Ikbal Bora,Male,2024-05-04
499,Bhavika Bhasin,Female,2026-02-11
500,Warinder Balay,Male,2024-10-27
501,Ekansh Salvi,Male,2024-12-29
502,Vanya Purohit,Female,2024-12-30
503,Priya Dani,Female,2024-08-09
504,Zarna Datta,Female,2025-09-13
505,Aarav Bajaj,Male,2026-03-15
506,Unnati Wali,Female,2025-01-02
507,Krishna Sharma,Female,2024-12-09
508,Ijaya Chowdhury,Female,2024-04-24
509,Adweta Khosla,Female,2024-08-29
510,Anika Sekhon,Female,2025-06-10
511,Krisha Basu,Female,2025-01-19
512,Janani Bhalla,Female,2024-07-12
513,Jackson Nagar,Male,2025-05-26
514,Kashish Mittal,Female,2025-12-30
515,Samuel Mital,Male,2024-10-18
516,Tanay Tandon,Male,2024-05-05
517,Sai Vohra,Female,2024-11-19
518,Samarth Dixit,Male,2024-11-05
519,Warjas Khosla,Male,2025-12-11
520,Ekbal Sheth,Male,2026-01-27
521,Sathvik Wagle,Male,2024-07-07
522,Joshua Jani,Male,2024-11-27
523,Umang Prabhakar,Male,2024-06-07
524,Atharv Loyal,Male,2024-12-31
525,Balhaar Guha,Male,2025-11-08
526,Wriddhish Joshi,Male,2025-12-25
527,Max Aurora,Male,2024-09-02
528,Dhriti Srinivas,Female,2026-01-27
529,Rushil Khatri,Male,2025-05-08
530,Ranveer Shukla,Male,2025-04-25
531,Nikita Lal,Female,2024-12-19
532,Vidhi Chaudhari,Female,2025-11-07
533,Odika Jani,Female,2024-12-27
534,Arin Kant,Male,2025-09-23
535,Kalpit Sahni,Male,2024-11-02
536,Nitesh Karpe,Male,2025-01-02
537,Yahvi Nazareth,Female,2024-10-05
538,Yatan Sharma,Male,2024-08-01
539,Frado Dey,Male,2025-09-08
540,Hiral Bhargava,Female,2025-04-17
541,Arunima Ahuja,Female,2025-01-26
542,Bhavna Dora,Female,2024-04-07
543,Rachit Bhasin,Male,2025-06-25
544,Yagnesh Babu,Male,2024-04-05
545,Abeer Badal,Male,2025-04-21
546,Luke Badal,Male,2025-04-02
547,Hemal Chhabra,Female,2026-01-30
548,Jai Handa,Male,2025-06-26
549,Peter Loke,Male,2025-11-01
550,Ridhi Ravi,Female,2025-03-01
551,Jeevika Mital,Female,2025-08-12
552,Anamika Chander,Female,2025-01-21
553,Wazir Bhalla,Male,2025-07-09
554,Chakrika Tata,Female,2025-12-08
555,Champak Wable,Male,2026-01-31
556,Jagvi Soman,Female,2024-10-15
557,Meera Bali,Female,2024-08-09
558,Abhiram Johal,Male,2025-06-02
559,Brinda Mistry,Female,2024-07-28
560,Saumya Zachariah,Female,2024-11-28
561,Chaaya Tella,Female,2025-09-26
562,Avi Chaudhari,Male,2025-02-13
563,Panini Ranganathan,Female,2026-03-08
564,Alexander Mahajan,Male,2025-10-24
565,Xalak Kari,Female,2024-12-16
566,Upma Grewal,Female,2025-08-09
567,Chaman Merchant,Female,2025-11-03
568,Chakrika Loyal,Female,2024-07-22
569,Saumya Nadig,Female,2024-12-19
570,Aahana Morar,Female,2025-02-19
571,Charan Deo,Male,2024-06-03
572,Udarsh Vala,Male,2025-01-23
573,Chanchal Pandya,Female,2025-05-10
574,Sanya Arora,Female,2024-10-30
575,Brijesh Kibe,Male,2025-05-22
576,Sachi Gara,Female,2024-07-11
577,Lipika Tailor,Female,2024-07-16
578,Urishilla Majumdar,Female,2025-02-01
579,Balvan Patel,Male,2024-10-01
580,Yachana Hayre,Female,2025-02-28
581,Nidra Ahuja,Female,2026-02-21
582,Ranveer Narayan,Male,2025-02-15
583,Ekanta Mital,Female,2024-11-20
584,Wriddhish Murthy,Male,2024-08-08
585,Odika Manne,Female,2025-09-18
586,Keya Nanda,Female,2024-12-31
587,Rajata Comar,Female,2026-02-09
588,Hemangini Bala,Female,2026-02-24
589,Jagrati Sarma,Female,2025-11-03
590,Samarth Tata,Male,2024-07-11
591,Jai Krishnan,Male,2025-07-25
592,Ranbir Borah,Male,2025-02-22
593,Sai Warrior,Male,2025-04-05
594,Anita Parsa,Female,2025-08-25
595,Darika Kothari,Female,2025-07-24
596,Fiyaz Basu,Male,2025-05-16
597,Oni Sani,Female,2024-06-17
598,Leela Kapadia,Female,2025-04-08
599,Vansha Prasad,Female,2025-01-11
600,Orinder Bakshi,Male,2025-03-18
601,Sarthak Chada,Male,2024-06-24
602,Priya Muni,Female,2024-12-07
603,Wyatt Pall,Male,2025-03-14
604,Varsha Nagar,Female,2024-05-19
605,Dakshesh Bajaj,Male,2025-12-11
606,Gayathri Kohli,Female,2025-04-12
607,Oni Sandhu,Female,2026-02-28
608,Tanmayi Gour,Female,2024-08-14
609,Siya Balakrishnan,Female,2025-09-20
610,Varenya Sanghvi,Female,2025-01-09
611,Ishanvi Mallick,Female,2025-10-01
612,Dalaja Yadav,Female,2024-08-15
613,Indira Shankar,Female,2024-06-23
614,Zarna Munshi,Female,2025-06-10
615,Deepa Pall,Female,2024-12-13
616,Harini Mishra,Female,2026-01-30
617,Ekalinga Munshi,Male,2024-06-25
618,Dalbir Goswami,Male,2024-12-29
619,Rishi Sahota,Male,2025-06-09
620,Udyati Grewal,Female,2025-03-21
621,Fiyaz Suri,Male,2024-10-28
622,Nakul Seshadri,Male,2025-06-26
623,Aayush Sundaram,Male,2024-07-09
624,Zayyan Talwar,Male,2025-01-24
625,Triya Sawhney,Female,2025-03-23
626,Amruta Kannan,Female,2024-10-30
627,Jeevika Yogi,Female,2024-10-28
628,Yug Vaidya,Male,2024-06-22
629,Krish Peri,Male,2025-05-01
630,Urvi Kamdar,Female,2026-03-23
631,Jatin Mishra,Male,2025-12-29
632,Varenya Lall,Female,2024-12-11
633,Theodore Dalal,Male,2025-10-18
634,Jagrati Panchal,Female,2025-12-19
635,Fitan Dewan,Male,2025-10-25
636,Ayushman Panchal,Male,2025-04-24
637,Ojasvi Master,Female,2024-10-28
638,Champak Deshmukh,Male,2026-03-03
639,Ayushman Malhotra,Male,2025-12-24
640,Ekaja Krish,Female,2024-07-16
641,Jatin Ramaswamy,Male,2025-03-23
642,Triya Prashad,Female,2025-02-24
643,Saksham Varma,Male,2025-09-29
644,Utkarsh Sura,Male,2024-11-25
645,Charita Shanker,Female,2025-07-07
646,Bhavika Warrior,Female,2025-01-15
647,Jagvi Talwar,Female,2024-10-13
648,Pahal De,Female,2025-05-18
649,Pavani Bava,Female,2024-05-04
650,Abhiram Dash,Male,2026-02-07
651,Thomas Shan,Male,2024-04-01
652,Isha Deo,Female,2026-01-04
653,Gauri Mahal,Female,2024-06-08
654,Jeremiah Butala,Male,2024-12-28
655,Atharv Randhawa,Male,2025-07-01
656,Upadhriti Chand,Female,2025-08-26
657,Jalsa Sood,Female,2024-05-27
658,Tristan Andra,Male,2024-04-06
659,Darpan Sami,Male,2025-08-19
660,Balendra Karnik,Male,2025-01-05
661,Charan Munshi,Male,2024-12-24
